id,source,holder,collection,title,title_alt,authors,date,years,kind,shelfmark,manifest,page,rights,work,book,match,notes
sbb:1039289509,sbb:unschuld,Staatsbibliothek zu Berlin,Sammlung Unschuld,手抄醫書,[Hand-copied medical book],,Early republican era,,写,Slg. Unschuld 8449,https://content.staatsbibliothek-berlin.de/dc/PPN1879514648/manifest,https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN1879514648,Public Domain Mark 1.0（数字化影像）,,,,主题：Gynecology
sbb:1039289517,sbb:unschuld,Staatsbibliothek zu Berlin,Sammlung Unschuld,婦科心法要訣摘要,[Gynecology: essential instructions on [therapy] patterns based on personal experience. A selection of the essential],,1883,1883,写,Slg. Unschuld 8450,https://content.staatsbibliothek-berlin.de/dc/PPN1879519070/manifest,https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN1879519070,Public Domain Mark 1.0（数字化影像）,,,,主题：Gynecology
sbb:1039289525,sbb:unschuld,Staatsbibliothek zu Berlin,Sammlung Unschuld,中醫抄本,[A hand-copied book on Chinese medicine],,Early republican era,,写,Slg. Unschuld 8456,https://content.staatsbibliothek-berlin.de/dc/PPN1879521571/manifest,https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN1879521571,Public Domain Mark 1.0（数字化影像）,,,,主题：External medicine
sbb:1039289533,sbb:unschuld,Staatsbibliothek zu Berlin,Sammlung Unschuld,外科入門,[Introduction to external medicine],,Early republican era,,写,Slg. Unschuld 8459,https://content.staatsbibliothek-berlin.de/dc/PPN1882409558/manifest,https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN1882409558,Public Domain Mark 1.0（数字化影像）,,,,主题：External medicine
sbb:1039289541,sbb:unschuld,Staatsbibliothek zu Berlin,Sammlung Unschuld,湯頭歌訣,[Rhymed instructions on decoctions],,Early republican era,,写,Slg. Unschuld 8460,https://content.staatsbibliothek-berlin.de/dc/PPN1879523205/manifest,https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN1879523205,Public Domain Mark 1.0（数字化影像）,jc:汤头歌诀,jc_d034,exact,主题：Medical recipes
sbb:103928955X,sbb:unschuld,Staatsbibliothek zu Berlin,Sammlung Unschuld,千金方衍義,[Extended meaning of the recipes worth a thousand pieces of gold],,Late Qing dynasty,,写,Slg. Unschuld 8462,https://content.staatsbibliothek-berlin.de/dc/PPN1879533545/manifest,https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN1879533545,Public Domain Mark 1.0（数字化影像）,,,,主题：Medical recipes
sbb:1039289568,sbb:unschuld,Staatsbibliothek zu Berlin,Sammlung Unschuld,女科,[Gynecology],,"End of Qing dynasty, early republican era",,写,Slg. Unschuld 8465,https://content.staatsbibliothek-berlin.de/dc/PPN1879534975/manifest,https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN1879534975,Public Domain Mark 1.0（数字化影像）,,,,主题：Gynecology
sbb:1039289576,sbb:unschuld,Staatsbibliothek zu Berlin,Sammlung Unschuld,雷真君起死回生方,[The True Lord Lei's recipes to raise the dead and bring back life],,Early republican era,,写,Slg. Unschuld 8470,https://content.staatsbibliothek-berlin.de/dc/PPN187953696X/manifest,https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN187953696X,Public Domain Mark 1.0（数字化影像）,,,,主题：General clinical medicine
sbb:1039289584,sbb:unschuld,Staatsbibliothek zu Berlin,Sammlung Unschuld,[成藥方],[Formulas of ready-made remedies],,Early republican era,,写,Slg. Unschuld 8475,https://content.staatsbibliothek-berlin.de/dc/PPN1879537893/manifest,https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN1879537893,Public Domain Mark 1.0（数字化影像）,,,,主题：Medical recipes
sbb:1039289592,sbb:unschuld,Staatsbibliothek zu Berlin,Sammlung Unschuld,針邪秘要. 藥方,[Secret essentials of needling evil. Pharmaceutical recipes],,"Late Qing, early republican era",,写,Slg. Unschuld 8479,https://content.staatsbibliothek-berlin.de/dc/PPN1879910152/manifest,https://digital.staatsbibliothek-berlin.de/werkansicht?PPN=PPN1879910152,Public Domain Mark 1.0（数字化影像）,,,,主题：Apotropaics/Medical recipes
