# Ancient / variant character forms -> standard simplified form, for MATCHING ONLY (texts are never altered).
# source: unihan:<field> = derived from the Unicode Unihan database (Unicode License, https://www.unicode.org/license.txt),
#         reviewed against contexts in the Kanripo KR3e corpus; manual = curated for this project from corpus contexts.
# columns: variant<TAB>standard<TAB>source<TAB>note
蝡	蠕	unihan:kSemanticVariant	
蝯	猿	unihan:kSemanticVariant	
螘	蚁	unihan:kSemanticVariant	
螾	蚓	unihan:kSemanticVariant	
蟁	蚊	unihan:kSemanticVariant	
蟺	蟮	unihan:kSemanticVariant	
蠏	蟹	unihan:kSemanticVariant	
蠩	蜍	unihan:kSemanticVariant	
蠭	蜂	unihan:kSemanticVariant	
衂	衄	unihan:kSemanticVariant	
衇	脉	unihan:kSemanticVariant	
衒	炫	unihan:kSpecializedSemanticVariant	
衞	卫	unihan:kSemanticVariant	
袠	帙	unihan:kSemanticVariant	
袴	绔	unihan:kSemanticVariant	
袵	衽	unihan:kSemanticVariant	
裌	袷	unihan:kSemanticVariant	
裠	裙	unihan:kSemanticVariant	
褺	亵	unihan:kSemanticVariant	
襍	杂	unihan:kSemanticVariant	
襜	裣	unihan:kSemanticVariant	
襢	袒	unihan:kSemanticVariant	
覇	霸	unihan:kSemanticVariant	
覊	羁	unihan:kSemanticVariant	
覔	觅	unihan:kSemanticVariant	
覩	睹	unihan:kSemanticVariant	
觔	斤	unihan:kSemanticVariant	
觕	粗	unihan:kSemanticVariant	
觧	解	unihan:kSemanticVariant	
訽	诟	unihan:kSemanticVariant	
詧	察	unihan:kSemanticVariant	
諠	喧	unihan:kSemanticVariant	
謌	歌	unihan:kSemanticVariant	
譌	讹	unihan:kSemanticVariant	
讐	仇	unihan:kSemanticVariant	
讛	呓	unihan:kSemanticVariant	
豋	登	unihan:kSemanticVariant	
豓	艳	unihan:kSemanticVariant	
豻	犴	unihan:kSemanticVariant	
貍	狸	unihan:kSemanticVariant	
貛	獾	unihan:kSemanticVariant	
貭	质	unihan:kSemanticVariant	
賔	宾	unihan:kSemanticVariant	
賛	赞	unihan:kSemanticVariant	
賸	剩	unihan:kSemanticVariant	
贒	贤	unihan:kSemanticVariant	
趂	趁	unihan:kSemanticVariant	
趦	趑	unihan:kSemanticVariant	
趯	跃	unihan:kSemanticVariant	
跙	趄	unihan:kSemanticVariant	
踦	犄	unihan:kSpecializedSemanticVariant	
蹏	蹄	unihan:kSemanticVariant	
蹷	蹶	unihan:kSpecializedSemanticVariant	
蹹	蹋	unihan:kSemanticVariant	
躭	眈	unihan:kSemanticVariant	
躶	裸	unihan:kSemanticVariant	
軄	职	unihan:kSemanticVariant	
軆	体	unihan:kSemanticVariant	
軰	辈	unihan:kSemanticVariant	
輙	辄	unihan:kSemanticVariant	
輭	软	unihan:kSemanticVariant	
轝	舆	unihan:kSemanticVariant	
辢	辣	unihan:kSemanticVariant	
辤	辞	unihan:kSemanticVariant	
迯	逃	unihan:kSemanticVariant	
迺	乃	unihan:kSemanticVariant	
逓	递	unihan:kSemanticVariant	
逷	逖	unihan:kSemanticVariant	
逿	荡	unihan:kSpecializedSemanticVariant	
遟	迟	unihan:kSemanticVariant	
遯	遁	unihan:kSemanticVariant	
遶	绕	unihan:kSemanticVariant	
邠	豳	unihan:kSemanticVariant	
